Sb,Sd,Added,Strain
0.7767819562,2.1624739971,1.385692041,Str7
1.1318438032,1.9135005729,0.7816567698,Str7
0.9276643993,2.1576614402,1.2299970408,Str7
0.9564290637,1.8183679285,0.8619388649,Str7
0.9122537639,1.8351531874,0.9228994234,Str7
0.8360086444,1.9660144711,1.1300058266,Str7
1.0542084435,2.3454052919,1.2911968484,Str7
0.8954554624,2.0903078329,1.1948523705,Str7
1.1822198881,2.16615932,0.9839394319,Str7
1.1040191742,2.0997423552,0.995723181,Str7
0.9574023629,2.0950851396,1.1376827767,Str7
1.0682446909,2.1733422094,1.1050975186,Str7
1.0405289148,2.3324197415,1.2918908267,Str7
1.0109721989,1.7866425664,0.7756703675,Str7
0.9614962027,2.1837775139,1.2222813112,Str7
1.1289402885,2.2309746801,1.1020343915,Str7
1.0636802068,2.2776757167,1.2139955099,Str7
1.0792451485,2.0650219792,0.9857768307,Str7
0.8411598331,1.7118839474,0.8707241142,Str7
0.7836394809,1.7543362539,0.970696773,Str7
0.7888200045,1.9722822244,1.1834622199,Str7
1.0425232293,1.7179816124,0.6754583831,Str7
0.9177302974,2.0365279015,1.1187976041,Str7
1.1038384354,2.0263430404,0.922504605,Str7
0.9889791513,2.361703221,1.3727240696,Str7
1.2521737632,2.0742190452,0.822045282,Str7
1.1220611206,2.3771702882,1.2551091676,Str7
1.2337920963,1.8757437988,0.6419517025,Str7
0.7600852628,2.0165845771,1.2564993143,Str7
0.8400345358,1.9452837661,1.1052492304,Str7
0.8422772461,1.9051856467,1.0629084006,Str7
0.8871408153,2.3384090961,1.4512682808,Str7
1.0724334828,1.8076794962,0.7352460134,Str7
0.8796496881,2.0699237622,1.190274074,Str7
1.0397316923,1.8632021893,0.823470497,Str7
1.0799162839,2.4139698893,1.3340536054,Str7
0.9141710611,1.986196032,1.0720249709,Str7
1.0163299735,2.0271727475,1.010842774,Str7
1.1410412093,2.6935002898,1.5524590805,Str7
1.275256392,2.0963417033,0.8210853113,Str7
1.2205247118,2.1456729559,0.9251482441,Str7
0.8839704991,1.8763791939,0.9924086949,Str7
1.3365405174,2.1277203004,0.791179783,Str7
1.1338055063,2.2581290571,1.1243235508,Str7
0.9858156143,2.1509655683,1.165149954,Str7
1.0722723106,2.091134587,1.0188622763,Str7
0.8062397058,2.2637417688,1.457502063,Str7
1.1921266688,2.1871952954,0.9950686266,Str7
1.0364865107,1.7636745565,0.7271880458,Str7
1.1602016152,2.7915209712,1.631319356,Str7
1.0811080166,1.7307782926,0.649670276,Str7
0.8407698313,1.8376711839,0.9969013525,Str7
0.8975344841,2.1582625636,1.2607280794,Str7
0.8955028064,2.1549419826,1.2594391762,Str7
0.838893065,2.1359763657,1.2970833007,Str7
1.042561824,1.9758999972,0.9333381732,Str7
1.0474158545,1.9090027594,0.8615869049,Str7
1.0039258588,2.2860078124,1.2820819535,Str7
1.1105250773,2.0738087798,0.9632837025,Str7
1.1964220209,2.1650481718,0.9686261509,Str7
0.9891301048,2.5943331187,1.6052030139,Str7
0.8068098996,2.0469021836,1.240092284,Str7
0.9454175526,1.8218318267,0.876414274,Str7
0.9119944087,2.4916841647,1.579689756,Str7
1.2675948604,2.6751844896,1.4075896292,Str7
1.3810390939,2.4015152072,1.0204761134,Str7
1.1862161747,2.2804792626,1.0942630879,Str7
1.0504795051,2.2889526153,1.2384731101,Str7
1.0203295837,2.1771062183,1.1567766346,Str7
0.9582376105,1.9620258671,1.0037882566,Str7
1.1023290376,2.1850231883,1.0826941507,Str7
1.0631693135,1.9914122771,0.9282429636,Str7
0.9452847779,2.1836633079,1.2383785299,Str7
1.0863054519,2.4536223016,1.3673168497,Str7
1.4194027127,2.1129306699,0.6935279571,Str7
1.1562488488,1.9177750082,0.7615261594,Str7
0.9758366736,1.7387745424,0.7629378688,Str7
1.2400546951,2.7071174582,1.4670627631,Str7
0.6426546253,1.7409992182,1.0983445929,Str7
0.9809424228,2.0345685433,1.0536261205,Str7
1.0101385897,1.9366115036,0.9264729139,Str7
1.0042635443,1.9852388721,0.9809753278,Str7
0.9709685439,1.8743718077,0.9034032638,Str7
0.7965551405,1.958853744,1.1622986034,Str7
1.0037217552,1.6739035917,0.6701818366,Str7
0.8912467927,2.1677268626,1.2764800699,Str7
0.9288056142,1.8309447998,0.9021391856,Str7
0.88786078,2.1435403603,1.2556795803,Str7
1.0591765728,2.2147798104,1.1556032375,Str7
0.8976596544,1.7693577981,0.8716981438,Str7
0.8257804729,1.9646826297,1.1389021569,Str7
1.1518819112,1.9786888199,0.8268069087,Str7
0.7971999164,1.9518934018,1.1546934854,Str7
1.0349970946,1.665004639,0.6300075444,Str7
0.8140867078,2.2240431978,1.40995649,Str7
1.00715099,1.8925990169,0.8854480269,Str7
0.7614952224,1.8922010278,1.1307058054,Str7
0.8712274393,2.4862019902,1.6149745509,Str7
1.0941167499,2.093304393,0.9991876431,Str7
1.0545671489,2.0352638225,0.9806966736,Str7
0.9949968166,1.8912252367,0.89622842,Str7
1.0029359603,1.9767537895,0.9738178292,Str7
0.9131460807,1.7096146158,0.7964685351,Str7
1.0071796797,1.8880967964,0.8809171167,Str7
1.443006468,2.5645639323,1.1215574643,Str7
1.0542523151,2.0084844464,0.9542321312,Str7
1.1310431305,2.6441063478,1.5130632173,Str7
0.8355343331,1.8365268321,1.000992499,Str7
0.9195357881,1.8972637477,0.9777279595,Str7
0.9551235395,2.0944612225,1.139337683,Str7
0.9981303092,1.906910048,0.9087797388,Str7
0.8849323202,2.0514217325,1.1664894124,Str7
0.9101082567,1.9450438679,1.0349356112,Str7
1.1341866759,2.2327355773,1.0985489013,Str7
0.9326713048,2.0849932234,1.1523219186,Str7
1.1120691467,2.7270081689,1.6149390222,Str7
1.1274926543,2.3175841684,1.1900915142,Str7
1.1918852766,2.0126631477,0.820777871,Str7
1.0221687002,1.8149122188,0.7927435186,Str7
0.9381869544,2.0459537045,1.1077667501,Str7
0.867389563,2.0045222943,1.1371327313,Str7
0.9363680063,2.2160530185,1.2796850122,Str7
1.0996518789,1.943892442,0.8442405631,Str7
1.3854767187,2.2287471618,0.8432704431,Str7
1.1825433899,2.2507172369,1.068173847,Str7
1.0370525803,2.3464292929,1.3093767126,Str7
1.1512806661,2.4831897473,1.3319090813,Str7
0.9483733779,1.9888936677,1.0405202898,Str7
1.1534314467,2.0975094454,0.9440779988,Str7
1.2756615421,2.0805695121,0.80490797,Str7
1.0271904441,1.8368796406,0.8096891965,Str7
0.7891596892,1.6868209529,0.8976612637,Str7
0.7850770037,2.1144834815,1.3294064778,Str7
1.0779663772,2.4689006465,1.3909342693,Str7
0.9469114844,2.0566889918,1.1097775074,Str7
0.8755500641,2.288219176,1.4126691119,Str7
0.8951800183,1.8256253299,0.9304453116,Str7
1.0988873882,1.7363988562,0.637511468,Str7
0.8469211707,1.673079077,0.8261579063,Str7
0.9627712959,1.944238083,0.9814667871,Str7
1.0175813159,2.0829730201,1.0653917041,Str7
0.9024703735,1.8719976193,0.9695272458,Str7
0.828372023,1.6641455078,0.8357734848,Str7
1.0780565546,2.3691632465,1.2911066919,Str7
0.8364177472,1.6941314728,0.8577137256,Str7
0.8944525099,2.0409233026,1.1464707927,Str7
0.8043485805,2.1302972481,1.3259486676,Str7
1.0690600908,2.0391009467,0.9700408558,Str7
1.0172317202,1.9328052589,0.9155735387,Str7
1.0654658049,2.3743344475,1.3088686426,Str7
1.2510837142,2.7294963891,1.478412675,Str7
1.4939728108,2.462842352,0.9688695412,Str7
0.7695210956,2.1965089081,1.4269878125,Str7
0.9660040564,1.953695509,0.9876914526,Str7
0.841189522,2.0250677003,1.1838781783,Str7
0.9898050796,1.9363215243,0.9465164447,Str7
0.8156649392,1.8693234681,1.0536585289,Str7
0.9472798754,2.6652433946,1.7179635192,Str7
1.3993262008,2.8170145486,1.4176883478,Str7
1.2350536501,1.9356060554,0.7005524054,Str7
0.9604692044,2.1524320648,1.1919628604,Str7
0.9833645951,2.2693087619,1.2859441669,Str7
0.9250597406,2.483990677,1.5589309364,Str7
1.3709428162,2.388722906,1.0177800898,Str7
1.0145767295,1.8691978135,0.8546210839,Str7
1.1053877375,2.3960183049,1.2906305674,Str7
1.2116164282,1.9061865987,0.6945701705,Str7
1.0769768274,2.389572296,1.3125954686,Str7
0.8173625107,1.6338547668,0.8164922562,Str7
0.7585402662,1.7101298836,0.9515896174,Str7
0.8421155758,2.144630362,1.3025147862,Str7
1.1228182297,1.9623249119,0.8395066822,Str7
0.8264670516,1.7172875709,0.8908205193,Str7
0.6226591398,1.5976814522,0.9750223124,Str7
0.8219876765,2.0059526639,1.1839649874,Str7
1.1662617895,2.220868989,1.0546071994,Str7
1.1928336347,2.5762250088,1.3833913741,Str7
1.3324510127,2.2367539878,0.9043029751,Str7
1.176730689,1.6942530897,0.5175224006,Str7
1.0439219088,1.8930159408,0.849094032,Str7
0.8993010596,2.626050039,1.7267489794,Str7
1.556044838,2.3898981181,0.8338532801,Str7
1.1793996192,2.2687132884,1.0893136692,Str7
1.2327281728,2.0282297753,0.7955016025,Str7
0.9521664308,2.0082614609,1.05609503,Str7
0.9686141866,2.0480212521,1.0794070655,Str7
1.0040590978,2.2609535321,1.2568944343,Str7
0.9117003885,2.0200976908,1.1083973023,Str7
0.9850794943,1.8638221937,0.8787426994,Str7
0.8217382592,1.9522047787,1.1304665195,Str7
0.7989938061,1.7985322886,0.9995384825,Str7
0.7788767157,1.9606956417,1.181818926,Str7
0.934446937,2.1208309995,1.1863840626,Str7
0.7786486964,1.9450432943,1.1663945979,Str7
1.0097863226,2.1670988475,1.1573125249,Str7
1.3523707333,2.1221120931,0.7697413598,Str7
1.2429989747,2.2736068878,1.0306079131,Str7
1.1035074628,1.9567849484,0.8532774856,Str7
0.9145199449,2.356090452,1.4415705071,Str7
1.2490956656,1.9129320219,0.6638363563,Str7
0.8264590172,1.5662291552,0.739770138,Str7
0.987939778,1.9330426589,0.9451028809,Str7
0.9655730713,2.0996402134,1.134067142,Str7
1.0466183673,2.1508819363,1.104263569,Str7
1.0775868123,2.3335278756,1.2559410633,Str7
1.0912420184,1.9757063716,0.8844643533,Str7
0.8423176421,1.6620656814,0.8197480393,Str7
0.6909833093,2.0173825814,1.3263992721,Str7
0.990009656,2.3583319699,1.3683223139,Str7
1.4417415103,2.3080295889,0.8662880786,Str7
0.736956333,1.8590776306,1.1221212976,Str7
0.8686124799,1.516403612,0.6477911321,Str7
1.0434361582,2.1459159608,1.1024798026,Str7
0.8831440689,1.9742124061,1.0910683372,Str7
1.089011365,2.1718916055,1.0828802404,Str7
1.085560228,2.0112513642,0.9256911362,Str7
0.9831875691,2.3975817118,1.4143941427,Str7
0.8929973422,1.8911930794,0.9981957371,Str7
0.8695103895,2.0746328534,1.2051224639,Str7
0.8201298475,1.9576434622,1.1375136146,Str7
1.0076197175,2.2217220875,1.21410237,Str7
1.236126037,2.291386257,1.05526022,Str7
1.1467151708,1.878971122,0.7322559512,Str7
1.1723692523,2.2312866843,1.058917432,Str7
1.1316959631,2.1137921274,0.9820961643,Str7
0.8850218357,2.2153740035,1.3303521678,Str7
1.0617239761,2.2715970427,1.2098730666,Str7
1.0195201409,1.9660621428,0.9465420019,Str7
0.81929906,2.1900415861,1.3707425261,Str7
0.8999439475,2.0655877452,1.1656437977,Str7
0.9989696087,1.8885321132,0.8895625045,Str7
1.0055416689,1.9651256946,0.9595840257,Str7
0.8944761144,2.0320520825,1.1375759681,Str7
0.7749986087,1.7952602002,1.0202615915,Str7
0.9702421776,1.9318276039,0.9615854263,Str7
0.8255538443,1.7322063967,0.9066525524,Str7
1.315400578,2.6004633071,1.285062729,Str7
0.887700854,2.2700252474,1.3823243934,Str7
0.8626533124,1.9478808927,1.0852275803,Str7
0.9882886916,1.940035082,0.9517463904,Str7
0.9898559779,2.1701064436,1.1802504657,Str7
0.8979933893,1.716838744,0.8188453547,Str7
1.0883948351,1.8839820096,0.7955871745,Str7
0.8476591347,1.8347089572,0.9870498225,Str7
1.0343364191,2.3709647835,1.3366283644,Str7
0.902536845,2.2425322499,1.3399954049,Str7
0.9177402773,2.0489230366,1.1311827593,Str7
1.0883656596,2.1151673957,1.0268017361,Str7
0.8089149198,2.8005328142,1.9916178943,Str7
0.9881255899,1.8361166916,0.8479911017,Str7
1.1753696503,2.2066386351,1.0312689848,Str7
1.1594016517,2.2429100455,1.0835083937,Str7
0.9124920556,2.1674234349,1.2549313793,Str7
1.3126585644,2.1876916178,0.8750330534,Str7
1.1090116533,2.1427227907,1.0337111375,Str7
1.1069353105,1.8763055582,0.7693702477,Str7
1.0889493234,1.7886311161,0.6996817926,Str7
0.9441711377,2.1890544245,1.2448832868,Str7
1.2568651774,2.0632320614,0.806366884,Str7
0.9066755172,1.8374809571,0.9308054399,Str7
1.1313494846,1.9866721149,0.8553226303,Str7
1.1021869966,1.8151355516,0.712948555,Str7
1.0815595774,2.214721045,1.1331614676,Str7
0.9814328929,2.3798199886,1.3983870957,Str7
0.8556570083,2.0901798181,1.2345228097,Str7
1.0023999095,2.1412187098,1.1388188003,Str7
0.9875793738,2.0010807799,1.0135014061,Str7
1.1218014142,2.8213521771,1.6995507629,Str7
0.6943109637,1.6569317393,0.9626207755,Str7
0.7462792535,1.8252164174,1.0789371638,Str7
0.8491604313,1.6766429879,0.8274825566,Str7
0.8345439524,2.3825042467,1.5479602943,Str7
1.047957537,2.0191822212,0.9712246842,Str7
1.0319200767,2.5671458447,1.535225768,Str7
1.1787551621,1.8044368775,0.6256817154,Str7
0.8753056196,1.7308985086,0.8555928889,Str7
0.862313397,1.8005085329,0.9381951359,Str7
0.8736313231,1.7021653547,0.8285340316,Str7
0.8544807543,2.1627263786,1.3082456243,Str7
1.0540303866,1.7753597436,0.721329357,Str7
0.8276477101,2.1154861552,1.2878384451,Str7
0.8725579261,2.7049215822,1.8323636561,Str7
1.6032426433,2.9153060775,1.3120634342,Str7
1.3386694958,2.4029872772,1.0643177815,Str7
0.8517276402,1.8654877401,1.0137600999,Str7
0.8369618877,1.7586834121,0.9217215244,Str7
0.9388367262,1.7780277528,0.8391910266,Str7
0.8780872108,2.3976249732,1.5195377624,Str7
1.1696442598,2.229400364,1.0597561042,Str7
1.2583496622,1.9746427106,0.7162930483,Str7
1.0668763426,2.0418179428,0.9749416002,Str7
0.9063909768,1.8430392616,0.9366482848,Str7
0.8886847789,1.8360899954,0.9474052165,Str7
0.85584307,1.6663187536,0.8104756835,Str7
0.825234704,1.6546492531,0.8294145491,Str7
0.8165678962,2.1891332993,1.3725654031,Str7
0.9770926453,1.8441920357,0.8670993904,Str7
0.8465492095,1.9474524738,1.1009032643,Str7
1.0385190736,1.9937172543,0.9551981807,Str7
0.7910108441,2.1062239877,1.3152131436,Str7
0.8549948162,2.0170150149,1.1620201987,Str7
0.9999871689,2.3643966827,1.3644095138,Str7
1.1070741208,2.4845310482,1.3774569274,Str7
0.9678407739,2.6988160272,1.7309752533,Str7
1.3510649163,2.648930112,1.2978651957,Str7
0.9487656837,1.9946727185,1.0459070347,Str7
1.0040533537,2.1022027103,1.0981493566,Str7
1.224350861,2.1249516236,0.9006007626,Str7
0.8980182331,1.9871727251,1.089154492,Str7
0.9572568644,1.895075554,0.9378186896,Str7
1.0393230463,1.9913019691,0.9519789228,Str7
0.8420436427,2.0094631788,1.1674195361,Str7
0.8235422598,1.7820254044,0.9584831446,Str7
1.1051057641,2.3860072361,1.280901472,Str7
0.9247047004,1.9095638471,0.9848591467,Str7
0.8631531929,2.2726094267,1.4094562339,Str7
1.1221331543,2.4204823841,1.2983492298,Str7
1.1251030055,2.0529158228,0.9278128174,Str7
0.8863861429,1.9090193039,1.022633161,Str7
0.8578132464,2.4133066739,1.5554934276,Str7
0.8602406321,1.8646010426,1.0043604105,Str7
0.9925944845,2.140140654,1.1475461695,Str7
1.2262818285,2.1690308721,0.9427490436,Str7
1.0613228245,1.9214445209,0.8601216964,Str7
0.8141114494,2.1170919803,1.3029805309,Str7
1.0017035508,1.9957780242,0.9940744733,Str7
0.9543840289,2.390488998,1.4361049691,Str7
0.9635914926,1.8168673872,0.8532758946,Str7
0.87494984,2.0403654728,1.1654156328,Str7
1.046276865,1.8402983292,0.7940214642,Str7
0.6772829824,1.9294264557,1.2521434734,Str7
1.1103841894,1.7258745057,0.6154903162,Str7
0.8330243438,2.076505446,1.2434811021,Str7
1.016631317,1.9269981553,0.9103668383,Str7
0.9169686957,1.9151515615,0.9981828658,Str7
0.9142381853,2.1533177152,1.2390795299,Str7
1.0042421157,1.9493518152,0.9451096995,Str7
0.8155772454,2.152177822,1.3366005766,Str7
0.9477892975,2.1276072003,1.1798179028,Str7
0.9088634762,1.909153403,1.0002899268,Str7
0.8775901246,1.834173053,0.9565829283,Str7
0.8825537504,2.019558745,1.1370049946,Str7
1.0257329578,2.2357950598,1.2100621021,Str7
1.0793043811,1.950672365,0.8713679839,Str7
0.8173797908,2.2228602551,1.4054804643,Str7
1.1298709555,1.8016849334,0.6718139778,Str7
0.9407845365,2.1190838084,1.1782992719,Str7
0.7582717648,2.0581974584,1.2999256935,Str7
0.6875657086,1.7757496057,1.0881838971,Str7
0.8488055329,1.7315639768,0.8827584439,Str7
0.9779814354,2.216914088,1.2389326526,Str7
1.1602067646,2.1360637007,0.9758569361,Str7
1.0522709684,1.9451167681,0.8928457997,Str7
0.9383185454,2.014906075,1.0765875295,Str7
0.9438794101,1.9097076848,0.9658282747,Str7
0.9824910041,1.8701501568,0.8876591527,Str7
0.8361713634,1.8115466054,0.9753752421,Str7
0.9413574748,1.7343845332,0.7930270584,Str7
0.9214927713,1.8215838138,0.9000910425,Str7
0.8173914229,2.053833139,1.2364417161,Str7
0.9404449455,2.0027135712,1.0622686256,Str7
0.8927900977,1.8500790294,0.9572889317,Str7
1.090238639,2.2635658236,1.1733271846,Str7
1.1758198945,1.794883079,0.6190631845,Str7
0.8456813501,2.1305219507,1.2848406006,Str7
0.7048495635,1.9560340377,1.2511844742,Str7
0.9034947885,2.224930533,1.3214357446,Str7
1.4413729728,2.3381776893,0.8968047164,Str7
0.8725827187,1.9821227744,1.1095400557,Str7
0.9503879728,1.5935196231,0.6431316504,Str7
0.7143943885,1.9609922848,1.2465978962,Str7
1.0001223931,1.6930799269,0.6929575338,Str7
0.8988444229,1.7326075923,0.8337631695,Str7
0.9662530643,1.7735309183,0.807277854,Str7
0.8217975227,1.9524412801,1.1306437574,Str7
0.8904340532,2.0972628781,1.2068288249,Str7
1.0109052828,1.782789227,0.7718839442,Str7
0.9921226158,2.1329825903,1.1408599745,Str7
1.00976433,2.0308590775,1.0210947475,Str7
1.0980106393,2.008510403,0.9104997637,Str7
1.0691137031,2.1412161392,1.072102436,Str7
0.9514280079,2.134489142,1.183061134,Str7
0.9359360258,2.2398993148,1.303963289,Str7
1.0829897353,2.0724548881,0.9894651529,Str7
0.7955904919,1.6409058009,0.845315309,Str7
0.8041094926,2.0360231546,1.231913662,Str7
0.9772730398,1.7710255678,0.793752528,Str7
0.9404713237,2.7094756639,1.7690043402,Str7
0.86783573,2.2377936443,1.3699579143,Str7
1.1346157019,1.9230861488,0.7884704469,Str7
0.9621066135,1.6951209742,0.7330143607,Str7
0.8006657121,1.77274016,0.9720744479,Str7
0.8003661076,2.2340365494,1.4336704418,Str7
1.0387682253,2.228832164,1.1900639387,Str7
1.0897675127,1.9141708646,0.8244033519,Str7
1.1192184769,2.1974403752,1.0782218983,Str7
1.0261345851,2.1980838246,1.1719492395,Str7
0.8921720707,2.0788509739,1.1866789033,Str7
1.0368247725,1.9793262877,0.9425015152,Str7
0.8271141233,2.2283912804,1.4012771571,Str7
0.927500138,2.0180465092,1.0905463713,Str7
0.8443311277,2.4280248404,1.5836937127,Str7
1.2196954189,1.9407100877,0.7210146688,Str7
1.017345553,1.8645110899,0.8471655369,Str7
0.800431017,2.1273392742,1.3269082572,Str7
0.9697911949,1.9528823824,0.9830911875,Str7
1.0601276092,1.8066241278,0.7464965186,Str7
1.1401146317,2.1794419674,1.0393273357,Str7
1.1332379713,2.0486259686,0.9153879973,Str7
0.7170348055,2.1904869554,1.47345215,Str7
0.8448534411,2.0939773086,1.2491238675,Str7
0.8605683815,1.7354735255,0.874905144,Str7
1.0942515816,1.9336802138,0.8394286322,Str7
0.6911115579,2.0212460459,1.330134488,Str7
0.8276524747,1.9172326627,1.089580188,Str7
0.9825958225,1.9459011609,0.9633053384,Str7
0.9750453351,1.7031863057,0.7281409706,Str7
0.8129197685,1.8846977719,1.0717780034,Str7
0.9426776099,2.2194688745,1.2767912647,Str7
0.8673640147,1.8838696745,1.0165056598,Str7
0.7254090728,2.1224431686,1.3970340958,Str7
0.9095061777,1.7462607707,0.8367545931,Str7
0.7629782401,1.8704859519,1.1075077118,Str7
0.8270164832,1.9811724407,1.1541559576,Str7
1.441632003,2.8114745997,1.3698425967,Str7
1.5015182054,2.4074677507,0.9059495453,Str7
1.0301117148,2.3707100883,1.3405983735,Str7
1.0874780014,2.369727035,1.2822490336,Str7
1.23830415,1.9013309559,0.663026806,Str7
0.9181539915,1.9429222401,1.0247682486,Str7
1.3258316341,2.5232648588,1.1974332247,Str7
1.2992272304,2.6500798523,1.3508526219,Str7
1.3874844152,2.1973830842,0.809898669,Str7
1.3170035718,2.2804206527,0.9634170809,Str7
1.3850143259,2.4080672825,1.0230529566,Str7
0.9842185582,1.8726417349,0.8884231767,Str7
0.8492099295,1.9988947013,1.1496847718,Str7
0.912126519,2.3091621235,1.3970356045,Str7
1.0663532763,2.0433366966,0.9769834203,Str7
1.3953608789,2.2293065249,0.833945646,Str7
1.3080209773,2.2783512965,0.9703303193,Str7
1.0245356292,2.4955076917,1.4709720624,Str7
1.3386183013,2.2521901344,0.9135718331,Str7
1.0675753509,2.0865780187,1.0190026678,Str7
1.0205409729,1.8555264363,0.8349854634,Str7
1.1088067447,2.0994549259,0.9906481812,Str7
1.1036273455,2.0582074823,0.9545801369,Str7
0.9395453344,2.4788213841,1.5392760498,Str7
1.15843015,2.0380337449,0.8796035949,Str7
0.9099497652,2.0845228716,1.1745731064,Str7
1.1862185692,1.9460913796,0.7598728104,Str7
1.044503307,2.2330218802,1.1885185732,Str7
1.0462059571,2.4557189875,1.4095130304,Str7
1.0358117662,1.8638555703,0.8280438042,Str7
0.8560635086,1.7547491883,0.8986856797,Str7
0.8440442183,1.651140399,0.8070961807,Str7
0.8037397397,2.0965643986,1.2928246588,Str7
0.8631276891,1.8506625582,0.9875348691,Str7
0.916444054,2.1304883002,1.2140442462,Str7
1.0898627184,2.1376654941,1.0478027757,Str7
0.9492626196,1.9098211779,0.9605585582,Str7
0.948059427,2.0046659601,1.056606533,Str7
0.918462494,2.189379975,1.270917481,Str7
1.0541935049,1.7887410665,0.7345475616,Str7
1.0555834086,1.8601978275,0.8046144189,Str7
0.9768865522,1.9202170593,0.9433305071,Str7
0.9332448748,2.0419681659,1.1087232911,Str7
1.0619670398,2.0785232698,1.01655623,Str7
0.917674863,2.0365330677,1.1188582047,Str7
0.9328399854,1.9868714614,1.054031476,Str7
0.8931322312,2.0982269927,1.2050947615,Str7
0.9918227257,1.6917913825,0.6999686569,Str7
0.834011372,2.3328202592,1.4988088872,Str7
1.422884746,2.4927236722,1.0698389262,Str7
1.1326731653,2.213491777,1.0808186117,Str7
1.0886931893,1.9241970387,0.8355038494,Str7
1.0481100038,2.0343729897,0.9862629859,Str7
1.032169263,2.0361220878,1.0039528247,Str7
0.9491366546,1.9383084528,0.9891717982,Str7
1.1322784592,2.1125250977,0.9802466385,Str7
0.98174339,2.0519700183,1.0702266283,Str7
1.1708874498,1.8637087859,0.692821336,Str7
0.9599936799,2.2400372761,1.2800435962,Str7
1.0964847939,2.128988513,1.0325037191,Str7
1.0825563491,1.8229919583,0.7404356092,Str7
0.9152423778,2.5877407289,1.6724983511,Str7
0.7318424223,1.9195927985,1.1877503762,Str7
0.8470298448,1.8078968992,0.9608670544,Str7
0.9330809166,1.6279566913,0.6948757747,Str7
1.0121379222,1.9015157653,0.8893778431,Str7
0.8611506588,1.6713411796,0.8101905207,Str7
0.853320394,1.7754591939,0.9221387999,Str7
0.9937562247,1.8907986265,0.8970424017,Str7
1.1038257299,2.0178793548,0.9140536248,Str7
0.940768699,2.0498003693,1.1090316703,Str7
0.8919309501,1.9113197455,1.0193887953,Str7
0.8307673684,1.9769625357,1.1461951673,Str7
0.6553110396,1.8636348041,1.2083237645,Str7
0.8235560786,1.9100476099,1.0864915313,Str7
1.1729320528,2.4200305355,1.2470984827,Str7
1.3409168394,2.1359187697,0.7950019303,Str7
1.2168992468,2.4639649825,1.2470657357,Str7
1.2943596658,2.4203729633,1.1260132975,Str7
0.7296036279,1.9693371934,1.2397335655,Str7
1.0584915974,2.0398603674,0.98136877,Str7
1.0457732227,2.4552134827,1.4094402601,Str7
1.3999287859,2.3327711754,0.9328423895,Str7
1.1236062902,2.0664193642,0.942813074,Str7
0.966877413,1.9546324876,0.9877550746,Str7
0.9615342389,2.4053897753,1.4438555364,Str7
1.2180789176,2.3348074496,1.116728532,Str7
0.9084041775,1.8289260293,0.9205218518,Str7
1.1692681547,1.9485826271,0.7793144724,Str7
0.9728912815,1.9775008456,1.0046095641,Str7
1.0844858729,2.1295316433,1.0450457703,Str7
1.0913160317,1.9337463769,0.8424303452,Str7
1.1057153118,2.1344681736,1.0287528617,Str7
0.6670630873,1.770206188,1.1031431008,Str7
0.981595047,1.7419668254,0.7603717784,Str7
0.8531159185,1.8118114569,0.9586955383,Str7
0.9436290689,2.0357601857,1.0921311168,Str7
1.0889616452,1.995947337,0.9069856918,Str7
0.9988861279,1.7119840416,0.7130979136,Str7
0.9616666102,1.8794193802,0.9177527699,Str7
0.8144398149,1.925306843,1.1108670281,Str7
0.8607248735,1.7744287295,0.913703856,Str7
0.779487003,2.1704144935,1.3909274904,Str7
1.1593353133,1.744773311,0.5854379977,Str7
1.0620275675,1.8233253169,0.7612977494,Str7
0.6886680929,1.8053465761,1.1166784831,Str7
0.7514777287,1.8152341965,1.0637564679,Str7
0.8599888561,1.8883709285,1.0283820724,Str7
0.899428953,1.5560856057,0.6566566526,Str7
0.7715730894,1.9564674166,1.1848943272,Str7
1.009036127,1.8470187993,0.8379826724,Str7
0.8336516536,1.9539124137,1.1202607601,Str7
0.8906587448,2.9642647101,2.0736059653,Str7
0.8719808164,2.2777976731,1.4058168567,Str7
1.3415204157,1.990664604,0.6491441882,Str7
1.0298164126,2.096882355,1.0670659425,Str7
1.081766736,2.1347368625,1.0529701264,Str7
0.9183652236,1.9779363246,1.059571101,Str7
0.8736511504,1.6039219332,0.7302707828,Str7
0.8488867694,1.756533841,0.9076470717,Str7
0.9120874737,1.8217569148,0.9096694411,Str7
0.8707422542,2.4375972917,1.5668550374,Str7
1.3077245144,2.3627418582,1.0550173438,Str7
0.8228779812,2.0242858253,1.2014078441,Str7
0.887076675,1.8820360513,0.9949593762,Str7
0.7912030109,2.2670558923,1.4758528814,Str7
1.0348357186,1.8905857893,0.8557500707,Str7
0.8672477679,1.8330511529,0.9658033851,Str7
0.8298247589,1.9542323381,1.1244075792,Str7
0.7907217213,1.6695707868,0.8788490654,Str7
0.6527951069,1.8989052525,1.2461101456,Str7
0.8970951275,2.5824804042,1.6853852767,Str7
1.1125964495,2.2008757242,1.0882792747,Str7
0.9726375585,1.7964226392,0.8237850807,Str7
1.2309548668,1.901143741,0.6701888742,Str7
1.0239643663,1.7378800868,0.7139157205,Str7
1.1499018651,2.2508378942,1.1009360291,Str7
1.1090468072,2.332623362,1.2235765548,Str7
1.0629157304,2.1752769384,1.112361208,Str7
1.1197232428,1.8839153173,0.7641920746,Str7
0.959212972,1.8846892126,0.9254762406,Str7
0.7726320551,2.1940264146,1.4213943596,Str7
